ID,BuildingTypeName,PropertyTypeEPA,BuildingName,Address,City,State,Zip,Neighborhood,Latitude,Longitude,YearBuilt,GrossFloorAreaQuantity,NumBuildings,NumFloors,NumUnits,ES_Score,SiteEUI,SourceEUI,TotalGHGEmissionsReg,GHGEmissionsIntensity
23408,NonResidential,Hotel,VIRGINIA MASON- BARONESS HOTEL,1005 SPRING ST,SEATTLE,WA,98104,EAST,47.609589,-122.3264606,1/1/1928,35770,1,6,59,59,72.6999969482,109.5999984741,158.6000061035,0.0044338833
23409,Multifamily MR (5-9),Multifamily Housing,CHASSELTON APTS,1017 BOREN AVE,SEATTLE,WA,98104,EAST,47.60969925,-122.32591248,1/1/1925,51900,1,5,62,79,51.2000007629,72.1999969482,157.5,0.0030346821
23410,NonResidential,Hotel,VIRGINIA MASON- INN AT VIRGINIA MASON,1006 SPRING ST,SEATTLE,WA,98104,EAST,47.60984421,-122.3267746,1/1/1928,48006,1,9,0,95,49.2000007629,105.6999969482,170.1000061035,0.0035433072
23416,NonResidential,Mixed Use Property,VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT,1032 S JACKSON ST,SEATTLE,WA,98104,DOWNTOWN,47.59950189,-122.3185089,1/1/1960,34000,1,2,0,,128.3999938965,306.3999938965,332,0.0097647059
23418,NonResidential,Office,ENG SUEY SUN PLAZA,815 S WELLER ST,SEATTLE,WA,98104,DOWNTOWN,47.59725918,-122.3220338,1/1/1989,22705,1,2,0,,46.5999984741,128.8999938965,87.4000015259,0.0038493725
23419,Nonresidential COS,Office,CSC Engineering (A),714 S CHARLES ST,SEATTLE,WA,98134,GREATER DUWAMISH,47.59524558,-122.3229473,1/1/1973,20424,1,2,0,34,136.5,227,177.3999938965,0.0086858595
23420,Multifamily MR (5-9),Multifamily Housing,1300 ALKI CONDOMINIUM,1300 ALKI AVE SW,SEATTLE,WA,98116,SOUTHWEST,47.59296293,-122.3903932,1/1/1996,23821,1,5,13,,37.0999984741,69.5,59.4000015259,0.0024935981
23421,Multifamily HR (10+),Multifamily Housing,1300 UNIVERSITY CONDOMINIUM,1300 UNIVERSITY ST,SEATTLE,WA,98101,EAST,47.6127544,-122.3247734,1/1/1980,53290,1,11,56,87,30.8999996185,96.9000015259,146.3999938965,0.002747232
23430,Multifamily LR (1-4),Multifamily Housing,3100 FAIRVIEW CONDOMINIUM,3100 FAIRVIEW AVE E,SEATTLE,WA,98102,LAKE UNION,47.64933385,-122.3239065,1/1/1991,32040,1,4,30,72,26.2999992371,82.5,74.9000015259,0.0023377029
23432,Multifamily LR (1-4),Multifamily Housing,CARROLL TERRACE,600 5TH AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.6248381,-122.3628892,1/1/1985,22716,1,4,26,35,33.5,105.0999984741,67.5999984741,0.002975876
23433,Multifamily LR (1-4),Multifamily Housing,PARKWING APTS,620 5TH AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.6252406,-122.3628937,1/1/1967,33292,1,4,44,65,50.7000007629,120.5999984741,128.1999969482,0.0038507749
23435,Multifamily MR (5-9),Multifamily Housing,WESTROY APTS,421 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62560597,-122.3629785,1/1/1930,25845,1,5,34,93,25.2999992371,79.1999969482,58.0999984741,0.002248017
23438,Multifamily LR (1-4),Multifamily Housing,KINNEAR PARK CONDOMINIUM,500 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62608352,-122.362792,1/1/1982,87864,1,4,70,90,23.7999992371,74.8000030518,186.1000061035,0.0021180461
23439,Multifamily LR (1-4),Multifamily Housing,KINNEAR PLAZA CONDOMINIUM,505 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62562921,-122.3636199,1/1/1982,25357,1,4,17,,20.7000007629,58.7999992371,44,0.001735221
23440,Multifamily LR (1-4),Multifamily Housing,KINNEAR VISTA CONDOMINIUM,1001 2ND AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62796753,-122.3596611,1/1/1975,24084,1,4,15,59,43.7999992371,97.3000030518,77.3000030518,0.0032095999
23446,Multifamily LR (1-4),Multifamily Housing,CASTLE COURT APT 22 UNIT,822 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62697842,-122.3563725,1/1/1915,24280,1,4,22,68,33.5,72.6999969482,58.7999992371,0.0024217463
23447,Multifamily LR (1-4),Multifamily Housing,VAL ANNE APTS 48 UNIT,800 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62657051,-122.3563824,1/1/1958,36732,1,4,48,81,24.7000007629,77.5999984741,80.6999969482,0.0021969944
23449,Multifamily LR (1-4),Multifamily Housing,900 QUEEN ANNE APARTMENTS,900 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62743192,-122.3563059,1/1/1929,41669,1,4,37,81,42.2000007629,60.2999992371,104.8000030518,0.0025150592
23450,Multifamily LR (1-4),Multifamily Housing,MONTANITA APTS,1012 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62845478,-122.356118,1/1/1913,21234,1,3,24,88,36.0999984741,71.0999984741,52.7999992371,0.0024865781
23451,Multifamily MR (5-9),Multifamily Housing,FAIRVIEW APTS,1000 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62830511,-122.3563349,1/1/1962,25671,1,5,29,76,27.2000007629,85.4000015259,62.0999984741,0.002419072
23452,Multifamily LR (1-4),Multifamily Housing,THE TIKI,1015 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62854177,-122.357087,1/1/1962,25596,1,4,32,88,23.2000007629,72.6999969482,52.7000007629,0.0020589155
23453,Multifamily LR (1-4),Multifamily Housing,EDGECLIFF APTS,929 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62800214,-122.3570699,1/1/1948,23120,1,3,25,87,46.0999984741,64.0999984741,62.9000015259,0.0027205883
23454,Multifamily MR (5-9),Multifamily Housing,JEM-WEY APARTMENTS,915 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62759487,-122.3570383,1/1/1958,39212,1,6,64,35,33.7000007629,105.6999969482,117.5,0.0029965317
23457,Multifamily LR (1-4),Multifamily Housing,26 UNIT,1000 1ST AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62801223,-122.3576585,1/1/1960,22093,1,4,26,89,21.1000003815,66.4000015259,41.5,0.001878423
23458,Multifamily LR (1-4),Multifamily Housing,BUNGALOW APTS & REST/RETAIL,615 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.6252667,-122.3570471,1/1/1906,22113,1,2,24,78,33.5999984741,105.5,66.0999984741,0.0029891918
23459,NonResidential,Office,18 WEST MERCER BUILDING,18 W MERCER ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.6248209,-122.3576261,1/1/1984,37055,1,4,0,71,56.7999992371,166.1999969482,179.5,0.0048441506
23462,Multifamily LR (1-4),Multifamily Housing,DEL ROY APARTMENTS,25 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62551992,-122.3576316,1/1/1914,40370,1,4,51,53,24.2000007629,76.0999984741,87,0.0021550656
23465,Multifamily LR (1-4),Multifamily Housing,CHANDLER HALL APTS,119 ROY ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.6255165,-122.3589244,1/1/1924,48320,1,4,75,70,68.0999984741,96,195.1999969482,0.004039735
23466,Multifamily MR (5-9),Multifamily Housing,THE QUEENSBOROUGH,101 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.6264267,-122.35838318,1/1/1950,83306,1,8,144,77,63.9000015259,99,328.3999938965,0.0039420929
23484,Multifamily LR (1-4),Multifamily Housing,BEACON VIEW APARTMENT BLDG A,1701 12TH AVE S,SEATTLE,WA,98144,GREATER DUWAMISH,47.58810829,-122.3181503,1/1/1968,35796,1,4,42,32,34.2000007629,107.1999969482,108.8000030518,0.0030394458
23495,Multifamily LR (1-4),Multifamily Housing,"SHERWOOD APTS BLDG B, C, D,  E",3101 NE 145TH ST,SEATTLE,WA,98155,NORTH,47.73269427,-122.2944896,1/1/1975,58795,1,3,85,33,34.5,106.6999969482,178.6999969482,0.003039374
23496,Multifamily LR (1-4),Multifamily Housing,MORRISON MANOR APTS 24 UNITS,14355 32ND AVE NE,SEATTLE,WA,98125,NORTH,47.73337969,-122.2943505,1/1/1967,21876,1,2,24,69,29.2000007629,91.5999984741,56.7999992371,0.0025964527
23499,Multifamily LR (1-4),Multifamily Housing,SHERWOOD APTS- BLDG A - 28 UNITS,3030 NE 143RD ST,SEATTLE,WA,98125,NORTH,47.73223596,-122.2949572,1/1/1977,23810,1,3,28,58,28.7999992371,90.5,61,0.0025619488
23501,Multifamily LR (1-4),Multifamily Housing,Jackson Park House & Village,14378 30TH AVE NE,SEATTLE,WA,98125,NORTH,47.73355182,-122.2959405,1/1/1970,101613,1,2,113,97,22.2000007629,59.2999992371,182.3999938965,0.0017950458
23502,Multifamily LR (1-4),Multifamily Housing,MIRRORWOOD APTS,14371 30TH AVE NE,SEATTLE,WA,98125,NORTH,47.73351452,-122.2974241,1/1/1986,30942,1,3,36,61,29,91.0999984741,79.8000030518,0.0025790189
23503,NonResidential,Restaurant,SALTYS RESTAURANT,1936 HARBOR AVE SW,SEATTLE,WA,98126,SOUTHWEST,47.58667982,-122.3768153,1/1/1902,20398,1,2,0,,445.3999938965,813.799987793,603.700012207,0.0295960394
23504,NonResidential,Distribution Center,ALASKA COPPER CO WHSE,3223 6TH AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.57469945,-122.3267812,1/1/1952,41308,1,1,0,20,38.4000015259,93,121.6999969482,0.0029461605
23508,Multifamily LR (1-4),,SEAVIEW CONDOMINIUM,519 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62560764,-122.364131,1/1/1930,32348,1,3,65,,,,,
23510,Multifamily LR (1-4),Multifamily Housing,SEAVIEW TERRACE CONDOMINIUM,7019 47TH AVE SW,SEATTLE,WA,98136,SOUTHWEST,47.53998304,-122.3932752,1/1/1978,39888,1,4,20,41,54.7999992371,104.6999969482,148.3000030518,0.0037179102
23515,Multifamily LR (1-4),Multifamily Housing,SEDONA COURT CONDOMINIUM,12034 15TH AVE NE,SEATTLE,WA,98125,NORTH,47.71686037,-122.3121466,1/1/2000,30833,1,3,29,65,22.8999996185,72,62.9000015259,0.0020400221
23516,Multifamily MR (5-9),Multifamily Housing,SELANO CONDOMINIUM,133 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.61959839,-122.35712433,1/1/2001,28453,1,6,33,93,30.3999996185,95.3000030518,76.8000030518,0.0026991882
23517,Multifamily MR (5-9),Multifamily Housing,SENTINEL THE CONDOMINIUM,320 MELROSE AVE E,SEATTLE,WA,98102,EAST,47.62147314,-122.3272912,1/1/1966,28291,1,7,28,94,23,72.0999984741,57.7999992371,0.0020430525
23518,Multifamily LR (1-4),Multifamily Housing,SERANA CONDOMINIUMS,621 5TH AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62519506,-122.3479232,1/1/1999,39350,1,4,34,72,24.6000003815,77.0999984741,86,0.0021855146
23519,Multifamily MR (5-9),Multifamily Housing,SERRANO ON CALIFORNIA CONDOMINIUM,4847 CALIFORNIA AVE SW,SEATTLE,WA,98116,SOUTHWEST,47.55765483,-122.3872472,1/1/2002,40025,1,6,35,72,37.7999992371,93,117,0.002923173
23521,Multifamily MR (5-9),Multifamily Housing,714 BELLEVUE AVE E CONDOMINIUM,714 BELLEVUE AVE E,SEATTLE,WA,98102,EAST,47.6255108,-122.3262542,1/1/1981,25012,1,8,19,,30.3999996185,95.5,67.6999969482,0.0027067007
23522,Multifamily MR (5-9),Multifamily Housing,SEVEN HIGHLAND DRIVE CONDOMINIUM,7 HIGHLAND DR,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62916393,-122.3563026,1/1/1968,35750,1,7,28,100,33.7000007629,74.1999969482,87.8000030518,0.0024559441
23523,Multifamily MR (5-9),Multifamily Housing,700 CROCKETT PLACE CONDOMINIUM,700 CROCKETT ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63778751,-122.344252,1/1/1984,34726,1,5,21,80,24.6000003815,77.0999984741,75.9000015259,0.0021856822
23530,Multifamily LR (1-4),Multifamily Housing,Capitol Hill Townhomes,1718 16TH AVE,SEATTLE,WA,98122,EAST,47.61710552,-122.3108812,1/1/1980,49106,1,3,37,39,23.5,73.6999969482,102.5999984741,0.0020893577
23531,Multifamily LR (1-4),Multifamily Housing,SEVENTEEN07,1707 BOYLSTON AVE,SEATTLE,WA,98122,EAST,47.61662416,-122.3237361,1/1/1965,24754,1,3,36,70,26.7000007629,83.9000015259,58.7999992371,0.0023753736
23543,Multifamily LR (1-4),Multifamily Housing,THORTON CREEK,12534 15TH AVE NE,SEATTLE,WA,98125,NORTH,47.72046341,-122.3121609,1/1/2002,32360,1,3,25,64,24.8999996185,78,71.5,0.0022095179
23552,Multifamily MR (5-9),Multifamily Housing,TOBIRA,108 5TH AVE S,SEATTLE,WA,98104,DOWNTOWN,47.60135868,-122.3272891,1/1/2001,78669,1,7,88,100,22,69,153.6999969482,0.0019537556
23554,Multifamily LR (1-4),Multifamily Housing,TOSCANO CONDOMINIUM,907 WARREN AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62736615,-122.3546491,1/1/1999,28766,1,4,13,100,13.6000003815,42.7999992371,34.9000015259,0.0012132379
23557,Multifamily LR (1-4),Multifamily Housing,TOWNE TERRACE CONDOMINIUM,550 ALOHA ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62738501,-122.3457624,1/1/1981,24570,1,4,25,55,29.3999996185,92.1999969482,64.1999969482,0.0026129425
23558,Multifamily MR (5-9),Multifamily Housing,TRACE LOFTS,1408 12TH AVE,SEATTLE,WA,98122,EAST,47.61320146,-122.3164277,1/1/2007,50749,1,5,42,66,30.3999996185,94.1999969482,136.1000061035,0.0026818264
23559,Multifamily MR (5-9),Multifamily Housing,TRACE NORTH,1412 12TH AVE,SEATTLE,WA,98122,EAST,47.61359549,-122.3164272,1/1/2007,91520,1,6,100,35,37.2999992371,116,302.1000061035,0.0033009179
23560,Multifamily LR (1-4),Multifamily Housing,TRAMONTI AT LAKE UNION CONDOMINIUM,2920 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64786624,-122.323745,1/1/2004,53931,1,4,30,41,19.7999992371,62.2000007629,95.0999984741,0.0017633643
23561,Multifamily MR (5-9),Multifamily Housing,TRAUGOTT TERRACE,2317 3RD AVE,SEATTLE,WA,98121,DOWNTOWN,47.61488674,-122.345682,1/1/2003,39962,1,7,50,77,36.5,79.5,105.5999984741,0.0026425103
23562,NonResidential,Mixed Use Property,THE TRAVELERS HOTEL,80 YESLER WAY,SEATTLE,WA,98104,DOWNTOWN,47.60180041,-122.33520381,1/1/1913,32866,1,3,8,,22.5,70.6999969482,65.8000030518,0.0020020691
23566,NonResidential,Performing Arts,ON THE BOARDS,100 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62599182,-122.3584671,1/1/1912,34976,1,3,0,,22.8999996185,64.4000015259,66.8000030518,0.0019098811
23567,Multifamily LR (1-4),Multifamily Housing,HAMRICK APTS,702 2ND AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62594686,-122.3589548,1/1/1947,22604,1,3,24,41,64.5,89.9000015259,86,0.0038046363
23570,Multifamily LR (1-4),Multifamily Housing,DELAMAR APTS,115 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62649207,-122.3589409,1/1/1909,46296,1,4,39,48,55.7999992371,74.5999984741,150,0.0032400207
23571,Multifamily LR (1-4),Multifamily Housing,GLEN EDEN APTS,921 1ST AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62740853,-122.3583324,1/1/1929,31400,1,3,36,94,31.3999996185,69.5999984741,72.0999984741,0.0022961783
23574,Multifamily MR (5-9),Multifamily Housing,OLYMPIC WEST APTS,110 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62691537,-122.3588909,1/1/1970,44547,1,9,76,19,48.4000015259,127.0999984741,172.8999938965,0.0038812938
23575,Multifamily MR (5-9),Multifamily Housing,HADLEY HOUSE COOP APTS,919 2ND AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62747422,-122.3595904,1/1/1960,37296,1,6,43,100,15.6999998093,49.2999992371,52.0999984741,0.0013969326
23576,Multifamily LR (1-4),Multifamily Housing,OLYMPUS MANOR COOP APT,220 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62697217,-122.3602254,1/1/1930,31552,1,3,34,86,49.7000007629,69.6999969482,92.6999969482,0.002938007
23577,Multifamily LR (1-4),Multifamily Housing,OLYMPIC ARMS & GRAYSON,209 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62653324,-122.3598572,1/1/1925,29533,1,3,47,97,44.9000015259,68.0999984741,81,0.0027426946
23578,Multifamily LR (1-4),Multifamily Housing,VIKING APT,715 2ND AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62616308,-122.3596881,1/1/1930,20688,1,3,22,28,73.5,100.3000030518,89,0.0043020108
23579,Multifamily LR (1-4),Multifamily Housing,HALLMARK APTS,705 2ND AVE,SEATTLE,WA,98104,MAGNOLIA / QUEEN ANNE,47.62595062,-122.3596719,1/1/1946,22972,1,3,24,46,62,86.0999984741,84,0.0036566255
23589,Multifamily LR (1-4),Multifamily Housing,LOW INCOME ELDERLY APT,320 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62611765,-122.3614432,1/1/1985,45494,1,4,57,57,30,94.0999984741,121.4000015259,0.0026684838
23590,Multifamily LR (1-4),Multifamily Housing,500 WEST OLYMPIC PLACE CO-OP,500 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62722469,-122.3636839,1/1/1962,27008,1,4,24,93,21.7999992371,68.4000015259,52.2999992371,0.0019364632
23593,Multifamily LR (1-4),Multifamily Housing,CHELSEA COURT APTS,620 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62781593,-122.3656557,1/1/1907,38407,1,4,58,59,31.2999992371,98.0999984741,106.8000030518,0.0027807432
23594,Multifamily MR (5-9),Multifamily Housing,SKYLINE HOUSE APTS,600 W OLYMPIC PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62764508,-122.3651587,1/1/1955,75086,1,6,85,87,57.0999984741,90.5,267,0.0035559225
23595,Multifamily LR (1-4),Multifamily Housing,KINNEAR APTS,905 OLYMPIC WAY W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62858016,-122.3681081,1/1/1907,34498,1,4,28,100,27.3999996185,40,56.7999992371,0.0016464722
23605,Multifamily LR (1-4),Multifamily Housing,HILLCOURT APTS,3022 NE 140TH ST,SEATTLE,WA,98125,NORTH,47.73067959,-122.2955576,1/1/1985,56074,1,4,72,72,27.7000007629,87,138.3000030518,0.0024663838
23609,Multifamily LR (1-4),Multifamily Housing,DEL MAR APTS,14033 32ND AVE NE,SEATTLE,WA,98125,NORTH,47.73107616,-122.2948982,1/1/1981,43132,1,4,47,61,26,81.5999984741,99.6999969482,0.0023115088
23610,Multifamily MR (5-9),Multifamily Housing,PARKWAY 1 APARTMENTS,14019 32ND AVE NE,SEATTLE,WA,98125,NORTH,47.73072145,-122.2947625,2/4/1968,25671,1,5,30,93,26,81.5,59.2999992371,0.0023099996
23611,Multifamily LR (1-4),Multifamily Housing,PARKWAY 2 APARTMENTS,14023 32ND AVE NE,SEATTLE,WA,98125,NORTH,47.73082352,-122.29418945,2/4/1993,31379,1,4,30,73,26.8999996185,84.4000015259,75,0.0023901335
23612,Multifamily LR (1-4),Multifamily Housing,HIDDEN STREAMS APARTMENT,3032 NE 140TH ST,SEATTLE,WA,98125,NORTH,47.73040373,-122.2948837,1/1/1969,24052,1,4,26,100,9.6999998093,30.3999996185,20.7000007629,0.0008606353
23615,Multifamily MR (5-9),Multifamily Housing,PROMENADE @ THE PARK APTS,3215 NE 143RD ST,SEATTLE,WA,98125,NORTH,47.73173261,-122.2934809,1/1/2003,72985,1,6,86,,27.7000007629,87,180,0.0024662602
23618,NonResidential,Non-Refrigerated Warehouse,"OCEAN BEAUTY ALASKA BLDG, LLC",1120 W EWING ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.65676796,-122.3704009,1/1/1957,38255,1,1,0,13,24.2000007629,48.0999984741,64.0999984741,0.0016755979
23622,Campus,Other,FISHERMAN'S TERMINAL - CAMPUS,2000 W EMERSON PL,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.65802175,-122.3828922,1/1/1955,260421,23,1,0,,125.5999984741,337.5,2653.5,0.0101892705
23632,Multifamily LR (1-4),Multifamily Housing,SEVENTY-O-ONE CONDOMINIUM,7001 SAND POINT WAY NE,SEATTLE,WA,98115,NORTHEAST,47.67983323,-122.2639904,1/1/1970,144779,1,4,151,65,26.6000003815,83.5,342.6000061035,0.0023663653
23633,Multifamily LR (1-4),Multifamily Housing,7300 WOODLAWN AVENUE CONDOMINIUM,7300 WOODLAWN AVE NE,SEATTLE,WA,98115,NORTHWEST,47.68150638,-122.3250814,1/1/1967,20000,1,3,21,88,26.5,67.9000015259,41.9000015259,0.0020950001
23637,Multifamily LR (1-4),Multifamily Housing,J&E APTS,7910 RAINIER AVE S,SEATTLE,WA,98118,SOUTHEAST,47.53115578,-122.2695897,1/1/1956,21708,2,2,31,59,60.5999984741,102.1999969482,84.1999969482,0.0038787542
23639,Multifamily LR (1-4),Multifamily Housing,SEWARD PARK TOWNHOMES,7322 RAINIER AVE S,SEATTLE,WA,98118,SOUTHEAST,47.53661289,-122.268902,1/1/2006,42762,1,2,41,,31.1000003815,97.6999969482,118.4000015259,0.0027688135
23641,Multifamily HR (10+),Multifamily Housing,SHANNON CONDOMINIUM,601 BELMONT AVE E,SEATTLE,WA,98102,EAST,47.62473555,-122.3244527,1/1/1970,108000,1,12,64,29,36.2000007629,113.6999969482,347.799987793,0.0032203703
23643,Multifamily LR (1-4),Multifamily Housing,SHEFFIELD CONDOMINIUM,200 17TH AVE E,SEATTLE,WA,98112,SHARED: CENTRAL & EAST,47.61986338,-122.3096735,1/1/1929,23875,1,4,24,51,49.7000007629,82.5,75.4000015259,0.0031581152
23652,Multifamily LR (1-4),Multifamily Housing,SHILSHOLE VIEW CONDOMINIUM,6044 SEAVIEW AVE NW,SEATTLE,WA,98107,BALLARD,47.67332322,-122.406066,1/1/1999,24836,1,4,12,,17.6000003815,55.0999984741,38.7999992371,0.0015622483
23653,NonResidential,Office,SHIP CANAL OFFICE CENTER,146 N CANAL ST,SEATTLE,WA,98103,LAKE UNION,47.65101371,-122.3553519,1/1/1989,31325,1,3,0,77,64.5999984741,151.3999938965,152.3999938965,0.0048651235
23657,Multifamily MR (5-9),Multifamily Housing,THE SIENA CONDOMINIUM,326 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62176895,-122.35635376,1/1/2001,22551,1,6,25,,40.5999984741,119.1999969482,78.3000030518,0.00347213
23658,Multifamily LR (1-4),Multifamily Housing,SIENA DEL LAGO CONDOMINIUM,2059 MINOR AVE E,SEATTLE,WA,98102,LAKE UNION,47.6379687,-122.3288491,1/1/1989,21643,1,2,12,,44,69.4000015259,59.2000007629,0.0027352955
23660,Multifamily LR (1-4),Multifamily Housing,SIGNATURE PLACE CONDOMINIUM,801 2ND AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62661291,-122.3531782,1/1/1994,22664,1,4,17,90,26.8999996185,68.8000030518,48.0999984741,0.0021223084
23661,Multifamily MR (5-9),Multifamily Housing,SITE 17,2440 WESTERN AVE,SEATTLE,WA,98121,DOWNTOWN,47.61388807,-122.3488512,1/1/1998,97536,1,8,129,,33.9000015259,103.4000015259,289,0.0029630085
23671,NonResidential,Office,AREIS BUILDING,2358 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64160748,-122.3255231,1/1/1959,50333,1,4,0,91,29.3999996185,92.1999969482,131.3999938965,0.0026106132
23672,NonResidential,Office,2324 EASTLAKE,2324 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64047271,-122.3255112,1/1/1986,34160,1,4,0,,73.0999984741,229.6999969482,222.3000030518,0.0065076113
23673,NonResidential,Office,2300 EASTLAKE,2300 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.63997419,-122.3255225,1/1/1969,17332,1,3,0,,35.5,111.5999984741,54.7999992371,0.0031617816
23674,NonResidential,Office,2345 EASTLAKE,2345 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64108252,-122.3262268,1/1/2000,33705,1,3,0,61,67.8000030518,213,203.3999938965,0.0060347128
23677,Multifamily MR (5-9),Multifamily Housing,STEWART MANOR,6339 34TH AVE SW,SEATTLE,WA,98126,DELRIDGE NEIGHBORHOODS,47.54496384,-122.37545013,1/1/1968,49510,1,6,75,3,54.4000015259,148.6000061035,220.8000030518,0.0044597052
23679,Multifamily LR (1-4),Multifamily Housing,ALDER CREST APTS.,6520 35TH AVE SW,SEATTLE,WA,98126,DELRIDGE NEIGHBORHOODS,47.54369962,-122.3760533,1/1/1977,23664,1,3,36,10,41.5999984741,130.6000061035,87.5999984741,0.0037018255
23680,Multifamily LR (1-4),Multifamily Housing,"SGT JOSE CANGAS, SR. APARTMENTS",6025 LANHAM PL SW,SEATTLE,WA,98126,DELRIDGE NEIGHBORHOODS,47.54733949,-122.3737588,1/1/2006,36628,1,3,40,49,30.6000003815,96.0999984741,99.8000030518,0.0027246916
23681,Multifamily LR (1-4),Multifamily Housing,PROVIDENCE ELIZABETH HOUSE,3201 SW GRAHAM ST,SEATTLE,WA,98126,DELRIDGE NEIGHBORHOODS,47.54637281,-122.3737048,1/1/2006,56934,1,4,75,80,32.7999992371,79,142.8000030518,0.0025081674
23682,Multifamily LR (1-4),Senior Care Community,BRIDGE PARK HOLIDAY RETIREMENT,3204 SW MORGAN ST,SEATTLE,WA,98126,DELRIDGE NEIGHBORHOODS,47.54589146,-122.3742703,1/1/2008,144682,1,3,158,95,36.2000007629,89.6999969482,406.299987793,0.0028082276
23689,NonResidential,Worship Facility,SALVATION ARMY,9050 16TH AVE SW,SEATTLE,WA,98106,DELRIDGE NEIGHBORHOODS,47.52126544,-122.3546951,1/1/1957,24224,1,2,0,41,44,100,78.9000015259,0.0032571005
23691,NonResidential,Worship Facility,WESTWOOD CHRISTIAN COMMUNITY,9252 16TH AVE SW,SEATTLE,WA,98106,DELRIDGE NEIGHBORHOODS,47.51981437,-122.3547556,1/1/1963,23706,1,1,0,77,16.7999992371,34.2000007629,27.8999996185,0.0011769172
